trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
662,False,"{'a': 0.6, 'e': 0.515132195397268}",20,10,4.570603047439844,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
663,False,"{'a': 0.6, 'e': 0.5146170632018707}",20,13,-4.189922065866567,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
664,False,"{'a': 0.6, 'e': 0.5141024461386688}",35,16,-28.571173357106883,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 0}",1
665,False,"{'a': 0.6, 'e': 0.5135883436925301}",30,0,-7.6408162883802575,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
666,False,"{'a': 0.6, 'e': 0.5130747553488376}",20,0,4.204949228022089,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
667,False,"{'a': 0.6, 'e': 0.5125616805934888}",20,1,18.821184131011396,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.6, 'e': 0.5120491189128954}",20,0,-3.0326270852892585,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
669,False,"{'a': 0.6, 'e': 0.5115370697939825}",20,0,-24.734022578700753,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
670,False,"{'a': 0.6, 'e': 0.5110255327241885}",20,14,-23.061072431815624,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
671,False,"{'a': 0.6, 'e': 0.5105145071914643}",30,0,-11.027797757610202,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
672,False,"{'a': 0.6, 'e': 0.5100039926842729}",25,14,-5.945119108779602,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
673,False,"{'a': 0.6, 'e': 0.5094939886915886}",20,0,-71.69135859614538,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
674,False,"{'a': 0.6, 'e': 0.508984494702897}",20,1,-9.461449751212296,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
675,False,"{'a': 0.6, 'e': 0.508475510208194}",30,7,-40.38619963636798,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 1}",1
676,False,"{'a': 0.6, 'e': 0.5079670346979859}",30,22,15.803633052909992,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.6, 'e': 0.5074590676632879}",20,11,17.01411646682421,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.6, 'e': 0.5069516085956246}",20,9,-59.00514467882552,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
679,False,"{'a': 0.6, 'e': 0.506444656987029}",25,0,-7.658298618924494,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
680,False,"{'a': 0.6, 'e': 0.505938212330042}",20,11,-6.809397308771063,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
681,False,"{'a': 0.6, 'e': 0.505432274117712}",25,11,-2.092162662131433,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
682,False,"{'a': 0.6, 'e': 0.5049268418435943}",30,0,-65.40279733825818,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
683,False,"{'a': 0.6, 'e': 0.5044219150017507}",25,0,-103.55564314912591,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
684,False,"{'a': 0.6, 'e': 0.5039174930867489}",25,5,-88.44932097321748,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",1
685,False,"{'a': 0.6, 'e': 0.5034135755936622}",20,7,-9.665375673686603,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
686,False,"{'a': 0.6, 'e': 0.5029101620180685}",25,10,-35.56046501804849,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
687,False,"{'a': 0.6, 'e': 0.5024072518560504}",20,0,-38.524159003134,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
688,False,"{'a': 0.6, 'e': 0.5019048446041944}",20,15,-2.561232816322952,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
689,False,"{'a': 0.6, 'e': 0.5014029397595902}",20,0,-49.071959276663904,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
690,False,"{'a': 0.6, 'e': 0.5009015368198305}",25,7,-44.4225501298339,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
691,False,"{'a': 0.6, 'e': 0.5004006352830107}",30,0,-23.81885184021714,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",1
692,False,"{'a': 0.6, 'e': 0.4999002346477277}",20,0,-45.77403933518945,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
693,False,"{'a': 0.6, 'e': 0.49940033441307996}",25,0,1.5747604724563686,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
694,False,"{'a': 0.6, 'e': 0.49890093407866687}",20,3,-25.416615047707946,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
695,False,"{'a': 0.6, 'e': 0.4984020331445882}",20,0,-48.07075810608963,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
696,False,"{'a': 0.6, 'e': 0.4979036311114436}",25,4,-15.852224677678443,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 0}",1
697,False,"{'a': 0.6, 'e': 0.4974057274803321}",20,5,-48.945927661108435,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
698,False,"{'a': 0.6, 'e': 0.49690832175285177}",20,11,-20.77829086656557,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
699,False,"{'a': 0.6, 'e': 0.4964114134310989}",20,8,-17.433528010695653,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
700,False,"{'a': 0.6, 'e': 0.4959150020176678}",25,15,14.486764926827842,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.6, 'e': 0.49541908701565013}",20,8,-9.137422839226204,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
702,False,"{'a': 0.6, 'e': 0.49492366792863446}",35,0,-26.478899084337428,"{0: 31, 1: 0, 2: 3, 3: 0, 4: 1}",0
703,False,"{'a': 0.6, 'e': 0.4944287442607058}",20,13,11.639525564864387,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.6, 'e': 0.4939343155164451}",20,0,-100.43695498695237,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",1
705,False,"{'a': 0.6, 'e': 0.4934403812009287}",35,16,14.372854108306392,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
706,False,"{'a': 0.6, 'e': 0.4929469408197278}",20,0,-32.11430441794472,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
707,False,"{'a': 0.6, 'e': 0.49245399387890804}",20,0,24.84366630498538,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
708,False,"{'a': 0.6, 'e': 0.4919615398850291}",20,1,-57.24442142057761,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 0}",1
709,False,"{'a': 0.6, 'e': 0.4914695783451441}",35,13,-79.68374110014622,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 2}",1
710,False,"{'a': 0.6, 'e': 0.4909781087667989}",20,0,-94.53291902768221,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
711,False,"{'a': 0.6, 'e': 0.4904871306580321}",25,0,-87.5115700357915,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
712,False,"{'a': 0.6, 'e': 0.4899966435273741}",25,0,-1.9519396422302613,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
713,False,"{'a': 0.6, 'e': 0.4895066468838467}",20,3,-9.215391613455086,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
714,False,"{'a': 0.6, 'e': 0.48901714023696286}",20,0,-61.77841534026239,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
715,False,"{'a': 0.6, 'e': 0.4885281230967259}",25,0,-111.77423408026202,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
716,False,"{'a': 0.6, 'e': 0.48803959497362914}",25,12,0.7605179740825116,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
717,False,"{'a': 0.6, 'e': 0.4875515553786555}",20,11,-7.787136200566235,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
718,False,"{'a': 0.6, 'e': 0.48706400382327686}",20,5,-88.25436995476946,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 2}",1
719,False,"{'a': 0.6, 'e': 0.4865769398194536}",20,14,13.307110218586594,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.6, 'e': 0.48609036287963414}",30,0,-14.143292116236509,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
721,False,"{'a': 0.6, 'e': 0.48560427251675453}",20,6,5.237971174244266,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
722,False,"{'a': 0.6, 'e': 0.48511866824423777}",20,8,9.421299180163102,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
723,False,"{'a': 0.6, 'e': 0.4846335495759935}",20,0,-51.47634792282186,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
724,False,"{'a': 0.6, 'e': 0.4841489160264175}",30,0,3.558195362759329,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
725,False,"{'a': 0.6, 'e': 0.4836647671103911}",20,0,-50.033687833900736,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
726,False,"{'a': 0.6, 'e': 0.4831811023432807}",20,0,-93.42889389218453,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
727,False,"{'a': 0.6, 'e': 0.4826979212409374}",35,0,-44.85725544947803,"{0: 29, 1: 2, 2: 3, 3: 0, 4: 1}",0
728,False,"{'a': 0.6, 'e': 0.48221522331969646}",25,19,12.547095417016378,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.6, 'e': 0.48173300809637676}",20,0,-59.34794476398458,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
730,False,"{'a': 0.6, 'e': 0.48125127508828036}",20,5,-23.223995975208176,"{0: 12, 1: 1, 2: 0, 3: 2, 4: 0}",1
731,False,"{'a': 0.6, 'e': 0.48077002381319206}",35,10,-30.94007046422705,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",1
732,False,"{'a': 0.6, 'e': 0.48028925378937887}",25,8,-55.76965751281614,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 1}",1
733,False,"{'a': 0.6, 'e': 0.47980896453558947}",20,0,-45.85049109818239,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
734,False,"{'a': 0.6, 'e': 0.4793291555710539}",25,4,-34.337668324675725,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 0}",1
735,False,"{'a': 0.6, 'e': 0.47884982641548285}",20,0,-6.080779142180933,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
736,False,"{'a': 0.6, 'e': 0.47837097658906735}",20,5,-61.32006001254503,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
737,False,"{'a': 0.6, 'e': 0.47789260561247826}",20,3,-3.8240365535184653,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
738,False,"{'a': 0.6, 'e': 0.4774147130068658}",25,0,-84.59875906111067,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",1
739,False,"{'a': 0.6, 'e': 0.4769372982938589}",20,12,-28.294550360933872,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
740,False,"{'a': 0.6, 'e': 0.47646036099556505}",30,18,-3.2676242463886966,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
741,False,"{'a': 0.6, 'e': 0.47598390063456947}",25,1,-12.234303563666334,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
742,False,"{'a': 0.6, 'e': 0.4755079167339349}",25,7,-34.29648795067907,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 0}",1
743,False,"{'a': 0.6, 'e': 0.47503240881720094}",30,20,-3.0589362460378995,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
744,False,"{'a': 0.6, 'e': 0.47455737640838375}",20,12,14.886308115719764,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.6, 'e': 0.47408281903197536}",30,24,9.550876215565186,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.6, 'e': 0.47360873621294336}",25,20,10.2917823369161,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.6, 'e': 0.4731351274767304}",35,17,19.238726677790748,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.6, 'e': 0.4726619923492537}",20,0,-50.40921475424182,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
749,False,"{'a': 0.6, 'e': 0.47218933035690447}",20,14,-37.33210539228399,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
750,False,"{'a': 0.6, 'e': 0.47171714102654755}",25,0,0.7748404963672342,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
751,False,"{'a': 0.6, 'e': 0.471245423885521}",20,0,-35.84847754845685,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
752,False,"{'a': 0.6, 'e': 0.47077417846163544}",20,0,-1.5040905337410344,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
753,False,"{'a': 0.6, 'e': 0.4703034042831738}",20,0,-23.356821129107335,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
754,False,"{'a': 0.6, 'e': 0.46983310087889063}",20,0,-44.19872687090599,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
755,False,"{'a': 0.6, 'e': 0.46936326777801174}",20,0,-40.08814079530746,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
756,False,"{'a': 0.6, 'e': 0.4688939045102337}",30,0,1.0091422492926816,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
757,False,"{'a': 0.6, 'e': 0.4684250106057235}",25,2,-90.99337721122546,"{0: 17, 1: 3, 2: 0, 3: 1, 4: 2}",1
758,False,"{'a': 0.6, 'e': 0.46795658559511777}",25,0,-124.48464018508697,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
759,False,"{'a': 0.6, 'e': 0.46748862900952265}",25,4,0.009631431502134635,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
760,False,"{'a': 0.6, 'e': 0.4670211403805131}",20,14,10.843676186250716,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.6, 'e': 0.4665541192401326}",25,1,-27.054630829201177,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
762,False,"{'a': 0.6, 'e': 0.4660875651208925}",20,0,-131.6873469560007,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
763,False,"{'a': 0.6, 'e': 0.4656214775557716}",25,2,12.98706858613393,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
764,False,"{'a': 0.6, 'e': 0.46515585607821586}",20,0,-26.859240967299314,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
765,False,"{'a': 0.6, 'e': 0.46469070022213765}",25,2,-30.981369209725514,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
766,False,"{'a': 0.6, 'e': 0.4642260095219155}",30,2,-144.3382552455192,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 2}",1
767,False,"{'a': 0.6, 'e': 0.4637617835123936}",25,0,-29.623558551267188,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
768,False,"{'a': 0.6, 'e': 0.46329802172888124}",30,10,12.135125778358145,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
769,False,"{'a': 0.6, 'e': 0.46283472370715234}",20,0,0.3294381369823467,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
770,False,"{'a': 0.6, 'e': 0.46237188898344517}",20,3,9.491750153509777,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
771,False,"{'a': 0.6, 'e': 0.4619095170944617}",25,10,-23.176259006673952,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
772,False,"{'a': 0.6, 'e': 0.46144760757736725}",20,0,-1.1319437092170235,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
773,False,"{'a': 0.6, 'e': 0.46098615996978987}",20,13,4.994348192936026,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
774,False,"{'a': 0.6, 'e': 0.46052517380982005}",30,13,-38.76829924599668,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 0}",1
775,False,"{'a': 0.6, 'e': 0.4600646486360102}",20,11,-19.45189561683153,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
776,False,"{'a': 0.6, 'e': 0.4596045839873742}",25,10,-4.020177388387938,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
777,False,"{'a': 0.6, 'e': 0.45914497940338683}",25,0,-82.26906303690797,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
778,False,"{'a': 0.6, 'e': 0.4586858344239834}",25,16,-36.43651827805886,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 0}",1
779,False,"{'a': 0.6, 'e': 0.45822714858955943}",25,5,-101.20392953702813,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",1
780,False,"{'a': 0.6, 'e': 0.45776892144096987}",20,0,-122.04185918248761,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
781,False,"{'a': 0.6, 'e': 0.4573111525195289}",30,15,-94.74399888445794,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 2}",1
782,False,"{'a': 0.6, 'e': 0.4568538413670094}",25,14,-16.71133423459604,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
783,False,"{'a': 0.6, 'e': 0.4563969875256424}",20,7,-51.68374104303253,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
784,False,"{'a': 0.6, 'e': 0.45594059053811675}",20,0,-5.808394580276851,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
785,False,"{'a': 0.6, 'e': 0.45548464994757865}",20,8,5.669239841250485,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
786,False,"{'a': 0.6, 'e': 0.45502916529763104}",25,7,-2.5687539842158493,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
787,False,"{'a': 0.6, 'e': 0.45457413613233344}",25,13,-13.443814497984613,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
788,False,"{'a': 0.6, 'e': 0.4541195619962011}",20,0,-22.49180991153627,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
789,False,"{'a': 0.6, 'e': 0.4536654424342049}",30,12,-42.09246069798284,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
790,False,"{'a': 0.6, 'e': 0.45321177699177073}",20,16,6.301765540548005,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.6, 'e': 0.452758565214779}",30,0,-97.8126670952095,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 1}",0
792,False,"{'a': 0.6, 'e': 0.4523058066495642}",25,0,-56.63608655416096,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
793,False,"{'a': 0.6, 'e': 0.45185350084291465}",20,12,-7.825289277216497,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
794,False,"{'a': 0.6, 'e': 0.4514016473420717}",20,0,-125.36610759314604,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
795,False,"{'a': 0.6, 'e': 0.45095024569472963}",20,0,-62.48156741480247,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 1}",0
796,False,"{'a': 0.6, 'e': 0.4504992954490349}",35,11,-46.53207723954802,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 1}",1
797,False,"{'a': 0.6, 'e': 0.45004879615358584}",20,8,5.687914689016569,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
798,False,"{'a': 0.6, 'e': 0.44959874735743227}",20,10,-9.504775527520554,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
799,False,"{'a': 0.6, 'e': 0.4491491486100748}",35,12,4.217578121673847,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
800,False,"{'a': 0.6, 'e': 0.44869999946146477}",20,14,9.643581147605468,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.6, 'e': 0.4482512994620033}",25,5,-112.44489995133944,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",1
802,False,"{'a': 0.6, 'e': 0.4478030481625413}",20,13,14.140499818167507,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.6, 'e': 0.44735524511437874}",25,10,-23.175762549087214,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
804,False,"{'a': 0.6, 'e': 0.4469078898692644}",20,8,8.81981908349793,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
805,False,"{'a': 0.6, 'e': 0.4464609819793951}",25,18,15.177494182376133,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.6, 'e': 0.44601452099741573}",30,4,31.50917560170941,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.6, 'e': 0.4455685064764183}",25,15,20.125372221886643,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.6, 'e': 0.4451229379699419}",30,15,-39.99670107731673,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
809,False,"{'a': 0.6, 'e': 0.44467781503197196}",20,9,-13.956690870498168,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
810,False,"{'a': 0.6, 'e': 0.44423313721693997}",25,0,-105.89103940993118,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 2}",0
811,False,"{'a': 0.6, 'e': 0.44378890407972305}",25,9,-3.2435246274251357,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
812,False,"{'a': 0.6, 'e': 0.44334511517564335}",20,16,8.079747539500751,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.6, 'e': 0.4429017700604677}",20,10,15.770228438952353,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.6, 'e': 0.44245886829040726}",25,4,-61.193688086564904,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 0}",1
815,False,"{'a': 0.6, 'e': 0.44201640942211684}",25,0,-45.27524756311858,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
816,False,"{'a': 0.6, 'e': 0.44157439301269474}",25,0,6.683953853382986,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
817,False,"{'a': 0.6, 'e': 0.44113281861968207}",20,0,8.137947292363663,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
818,False,"{'a': 0.6, 'e': 0.4406916858010624}",25,15,16.174279420187215,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.6, 'e': 0.4402509941152613}",20,3,-22.13393904397752,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
820,False,"{'a': 0.6, 'e': 0.43981074312114604}",25,7,6.457713992269802,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
821,False,"{'a': 0.6, 'e': 0.4393709323780249}",25,6,-14.865203919475373,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
822,False,"{'a': 0.6, 'e': 0.4389315614456469}",25,8,1.755234898555464,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
823,False,"{'a': 0.6, 'e': 0.43849262988420123}",25,7,-24.323191036784323,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
824,False,"{'a': 0.6, 'e': 0.438054137254317}",20,0,-106.47164162170755,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
825,False,"{'a': 0.6, 'e': 0.4376160831170627}",25,13,22.151825788927855,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.6, 'e': 0.43717846703394564}",20,13,13.452390686292478,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.6, 'e': 0.4367412885669117}",25,5,-79.93308602949475,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",1
828,False,"{'a': 0.6, 'e': 0.4363045472783448}",25,3,-28.50007324045024,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
829,False,"{'a': 0.6, 'e': 0.43586824273106645}",25,1,-60.24107188802321,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 1}",1
830,False,"{'a': 0.6, 'e': 0.4354323744883354}",20,8,12.130596022085316,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
831,False,"{'a': 0.6, 'e': 0.43499694211384704}",20,2,-25.941375495618384,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
832,False,"{'a': 0.6, 'e': 0.4345619451717332}",20,9,-48.297556144240666,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 1}",1
833,False,"{'a': 0.6, 'e': 0.43412738322656147}",25,5,0.7701514723483116,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
834,False,"{'a': 0.6, 'e': 0.4336932558433349}",20,11,17.89047147699062,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.6, 'e': 0.43325956258749154}",25,8,14.53429296411187,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.6, 'e': 0.43282630302490405}",25,19,11.308070153428837,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.6, 'e': 0.43239347672187917}",20,6,-44.49522295404907,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
838,False,"{'a': 0.6, 'e': 0.4319610832451573}",20,0,-45.039949746335026,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
839,False,"{'a': 0.6, 'e': 0.43152912216191214}",25,7,2.4963897339942553,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
840,False,"{'a': 0.6, 'e': 0.4310975930397502}",35,11,-69.0594610535712,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 1}",1
841,False,"{'a': 0.6, 'e': 0.43066649544671043}",25,0,12.543537885696226,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
842,False,"{'a': 0.6, 'e': 0.4302358289512637}",20,4,-60.85582129350957,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
843,False,"{'a': 0.6, 'e': 0.4298055931223125}",20,6,22.619158937196868,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.6, 'e': 0.42937578752919014}",20,0,5.530365403408504,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
845,False,"{'a': 0.6, 'e': 0.4289464117416609}",35,1,-58.047491619442724,"{0: 25, 1: 3, 2: 4, 3: 2, 4: 0}",1
