trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2594,False,"{'a': 0.6, 'e': 0.07454902132312784}",20,2,31.676228327759215,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2595,False,"{'a': 0.6, 'e': 0.0744744723018047}",20,15,7.330319469475821,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2596,False,"{'a': 0.6, 'e': 0.0743999978295029}",20,16,7.917592113149245,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2597,False,"{'a': 0.6, 'e': 0.0743255978316734}",25,17,12.729768549664369,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2598,False,"{'a': 0.6, 'e': 0.07425127223384173}",20,9,19.95510689620166,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2599,False,"{'a': 0.6, 'e': 0.07417702096160789}",25,17,17.311049397235315,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2600,False,"{'a': 0.6, 'e': 0.07410284394064628}",25,0,7.355224290127966,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
2601,False,"{'a': 0.6, 'e': 0.07402874109670564}",25,13,24.421380036432392,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2602,False,"{'a': 0.6, 'e': 0.07395471235560894}",20,8,-13.224910627973568,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
2603,False,"{'a': 0.6, 'e': 0.07388075764325333}",20,10,18.94884908740817,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2604,False,"{'a': 0.6, 'e': 0.07380687688561008}",30,16,25.919060271710308,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2605,False,"{'a': 0.6, 'e': 0.07373307000872446}",25,15,20.758165723504234,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2606,False,"{'a': 0.6, 'e': 0.07365933693871574}",20,15,7.691827892233089,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2607,False,"{'a': 0.6, 'e': 0.07358567760177702}",20,9,9.264761467116866,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2608,False,"{'a': 0.6, 'e': 0.07351209192417524}",25,17,14.498748207029227,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2609,False,"{'a': 0.6, 'e': 0.07343857983225106}",25,18,14.809396649631385,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2610,False,"{'a': 0.6, 'e': 0.07336514125241882}",25,15,16.960461298961725,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2611,False,"{'a': 0.6, 'e': 0.0732917761111664}",25,13,22.36861675868618,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2612,False,"{'a': 0.6, 'e': 0.07321848433505523}",30,6,35.91036621034833,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2613,False,"{'a': 0.6, 'e': 0.07314526585072018}",20,0,19.089261397127967,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2614,False,"{'a': 0.6, 'e': 0.07307212058486945}",20,0,-2.188812850854152,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
2615,False,"{'a': 0.6, 'e': 0.07299904846428458}",20,6,9.940484214074775,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2616,False,"{'a': 0.6, 'e': 0.0729260494158203}",20,12,14.834696873094401,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2617,False,"{'a': 0.6, 'e': 0.07285312336640448}",25,4,32.863225680049894,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2618,False,"{'a': 0.6, 'e': 0.07278027024303808}",30,19,21.25660146348517,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2619,False,"{'a': 0.6, 'e': 0.07270748997279504}",25,15,17.65986189353148,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2620,False,"{'a': 0.6, 'e': 0.07263478248282225}",20,16,9.255300636953415,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2621,False,"{'a': 0.6, 'e': 0.07256214770033943}",25,20,9.848954158450335,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2622,False,"{'a': 0.6, 'e': 0.0724895855526391}",20,6,24.92204144056967,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2623,False,"{'a': 0.6, 'e': 0.07241709596708645}",20,0,32.846910118870696,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2624,False,"{'a': 0.6, 'e': 0.07234467887111937}",25,13,10.360173562546093,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2625,False,"{'a': 0.6, 'e': 0.07227233419224825}",35,23,23.075065485697408,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2626,False,"{'a': 0.6, 'e': 0.07220006185805601}",25,13,8.477037427168211,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2627,False,"{'a': 0.6, 'e': 0.07212786179619796}",20,13,13.347548238254841,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2628,False,"{'a': 0.6, 'e': 0.07205573393440176}",35,18,33.85041260050521,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2629,False,"{'a': 0.6, 'e': 0.07198367820046736}",20,5,25.115358375130597,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2630,False,"{'a': 0.6, 'e': 0.0719116945222669}",30,24,13.334498662725505,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2631,False,"{'a': 0.6, 'e': 0.07183978282774463}",25,18,14.218460904144852,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2632,False,"{'a': 0.6, 'e': 0.07176794304491688}",25,14,0.759045606503872,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
2633,False,"{'a': 0.6, 'e': 0.07169617510187196}",35,16,33.50422469534427,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2634,False,"{'a': 0.6, 'e': 0.07162447892677008}",20,15,10.16972033854026,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2635,False,"{'a': 0.6, 'e': 0.07155285444784332}",20,16,8.830787163838922,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2636,False,"{'a': 0.6, 'e': 0.07148130159339547}",20,15,8.890974229155848,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2637,False,"{'a': 0.6, 'e': 0.07140982029180207}",25,9,22.186033244499477,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2638,False,"{'a': 0.6, 'e': 0.07133841047151027}",20,16,7.641423425707147,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2639,False,"{'a': 0.6, 'e': 0.07126707206103876}",30,18,22.65772459917417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2640,False,"{'a': 0.6, 'e': 0.07119580498897772}",20,10,15.148055624731565,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2641,False,"{'a': 0.6, 'e': 0.07112460918398875}",25,17,15.270592933695902,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2642,False,"{'a': 0.6, 'e': 0.07105348457480476}",25,13,14.532991874825898,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2643,False,"{'a': 0.6, 'e': 0.07098243109022996}",25,0,30.542135158315453,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2644,False,"{'a': 0.6, 'e': 0.07091144865913973}",20,15,9.967841044551166,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2645,False,"{'a': 0.6, 'e': 0.07084053721048059}",20,12,17.831149633489094,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2646,False,"{'a': 0.6, 'e': 0.0707696966732701}",25,10,-19.57062151302915,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
2647,False,"{'a': 0.6, 'e': 0.07069892697659683}",30,9,37.44789931719074,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2648,False,"{'a': 0.6, 'e': 0.07062822804962023}",25,2,22.664049390350314,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
2649,False,"{'a': 0.6, 'e': 0.0705575998215706}",30,8,31.051880709350197,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2650,False,"{'a': 0.6, 'e': 0.07048704222174904}",30,20,0.2360754993969949,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
2651,False,"{'a': 0.6, 'e': 0.07041655517952729}",20,8,17.74536205862687,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2652,False,"{'a': 0.6, 'e': 0.07034613862434776}",25,8,18.179543540829087,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2653,False,"{'a': 0.6, 'e': 0.07027579248572341}",35,25,18.507641354628664,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2654,False,"{'a': 0.6, 'e': 0.07020551669323769}",20,3,26.79709648477122,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2655,False,"{'a': 0.6, 'e': 0.07013531117654445}",25,17,14.973804219435614,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2656,False,"{'a': 0.6, 'e': 0.07006517586536791}",35,25,10.284457426369823,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2657,False,"{'a': 0.6, 'e': 0.06999511068950254}",25,17,20.423925425621167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2658,False,"{'a': 0.6, 'e': 0.06992511557881304}",20,14,14.346630536351224,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2659,False,"{'a': 0.6, 'e': 0.06985519046323423}",30,12,35.21802857449525,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2660,False,"{'a': 0.6, 'e': 0.06978533527277099}",20,0,32.186474762084245,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2661,False,"{'a': 0.6, 'e': 0.06971554993749822}",20,8,10.93210472981984,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2662,False,"{'a': 0.6, 'e': 0.06964583438756072}",25,12,22.940180667753616,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2663,False,"{'a': 0.6, 'e': 0.06957618855317316}",25,11,23.84966181269565,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2664,False,"{'a': 0.6, 'e': 0.06950661236461998}",20,13,13.740618407431482,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2665,False,"{'a': 0.6, 'e': 0.06943710575225537}",30,13,34.586993286994705,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2666,False,"{'a': 0.6, 'e': 0.06936766864650311}",20,10,4.254556341884086,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2667,False,"{'a': 0.6, 'e': 0.06929830097785661}",35,20,29.857441418914846,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2668,False,"{'a': 0.6, 'e': 0.06922900267687875}",25,13,24.270800252122875,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2669,False,"{'a': 0.6, 'e': 0.06915977367420187}",20,12,16.217468906423775,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2670,False,"{'a': 0.6, 'e': 0.06909061390052766}",30,18,25.469596134362146,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2671,False,"{'a': 0.6, 'e': 0.06902152328662714}",30,13,27.58755217444178,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2672,False,"{'a': 0.6, 'e': 0.06895250176334052}",35,20,26.63151933759637,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2673,False,"{'a': 0.6, 'e': 0.06888354926157718}",20,15,7.802860106292704,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2674,False,"{'a': 0.6, 'e': 0.0688146657123156}",20,9,21.123507568402584,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2675,False,"{'a': 0.6, 'e': 0.06874585104660329}",25,8,20.61683831357388,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2676,False,"{'a': 0.6, 'e': 0.06867710519555668}",20,11,17.5796194670768,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2677,False,"{'a': 0.6, 'e': 0.06860842809036113}",20,8,9.982799202562244,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2678,False,"{'a': 0.6, 'e': 0.06853981966227077}",25,6,34.13675330533465,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2679,False,"{'a': 0.6, 'e': 0.06847127984260849}",25,16,19.84885184517651,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2680,False,"{'a': 0.6, 'e': 0.06840280856276588}",25,14,20.60648120139394,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2681,False,"{'a': 0.6, 'e': 0.06833440575420312}",25,7,28.080738543930767,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2682,False,"{'a': 0.6, 'e': 0.06826607134844892}",25,12,22.882347038967886,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2683,False,"{'a': 0.6, 'e': 0.06819780527710047}",20,16,6.66544626957386,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2684,False,"{'a': 0.6, 'e': 0.06812960747182337}",25,16,19.94695166274181,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2685,False,"{'a': 0.6, 'e': 0.06806147786435154}",25,13,22.451383871080594,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2686,False,"{'a': 0.6, 'e': 0.06799341638648719}",25,20,12.278127176334754,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2687,False,"{'a': 0.6, 'e': 0.06792542297010071}",25,18,14.245970941702536,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2688,False,"{'a': 0.6, 'e': 0.06785749754713061}",25,16,19.362192297145846,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2689,False,"{'a': 0.6, 'e': 0.06778964004958347}",25,12,25.75484271815631,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2690,False,"{'a': 0.6, 'e': 0.06772185040953389}",25,13,21.492902274113032,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2691,False,"{'a': 0.6, 'e': 0.06765412855912437}",25,11,26.154002661767294,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2692,False,"{'a': 0.6, 'e': 0.06758647443056524}",20,7,23.820703983518367,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2693,False,"{'a': 0.6, 'e': 0.06751888795613468}",20,7,23.85047625887029,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2694,False,"{'a': 0.6, 'e': 0.06745136906817856}",20,7,26.077655272471723,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2695,False,"{'a': 0.6, 'e': 0.06738391769911038}",25,19,12.760396313853908,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2696,False,"{'a': 0.6, 'e': 0.06731653378141127}",20,6,25.117854711675285,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2697,False,"{'a': 0.6, 'e': 0.06724921724762986}",25,7,31.825293194725933,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2698,False,"{'a': 0.6, 'e': 0.06718196803038223}",25,13,22.540652742067493,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2699,False,"{'a': 0.6, 'e': 0.06711478606235186}",30,16,19.680050176954367,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2700,False,"{'a': 0.6, 'e': 0.06704767127628951}",20,7,12.84145919882695,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2701,False,"{'a': 0.6, 'e': 0.06698062360501322}",30,19,22.87955735291935,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2702,False,"{'a': 0.6, 'e': 0.06691364298140821}",20,12,-10.806873873350234,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
2703,False,"{'a': 0.6, 'e': 0.06684672933842681}",25,13,19.588371124863777,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2704,False,"{'a': 0.6, 'e': 0.06677988260908838}",25,13,10.422620601012564,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2705,False,"{'a': 0.6, 'e': 0.06671310272647929}",35,21,24.770170586725374,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2706,False,"{'a': 0.6, 'e': 0.06664638962375281}",25,18,12.842880103011531,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2707,False,"{'a': 0.6, 'e': 0.06657974323412906}",20,11,19.40937167610063,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2708,False,"{'a': 0.6, 'e': 0.06651316349089494}",20,15,10.447764277556097,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2709,False,"{'a': 0.6, 'e': 0.06644665032740404}",20,13,12.71168787330024,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2710,False,"{'a': 0.6, 'e': 0.06638020367707664}",25,14,19.686617586332595,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2711,False,"{'a': 0.6, 'e': 0.06631382347339956}",30,13,31.65833235046792,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2712,False,"{'a': 0.6, 'e': 0.06624750964992616}",25,11,12.830458918578557,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2713,False,"{'a': 0.6, 'e': 0.06618126214027624}",25,6,37.39007582719721,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2714,False,"{'a': 0.6, 'e': 0.06611508087813596}",20,11,13.449203967458164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2715,False,"{'a': 0.6, 'e': 0.06604896579725783}",20,13,6.3460291010567484,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2716,False,"{'a': 0.6, 'e': 0.06598291683146057}",25,6,7.562001324065438,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
2717,False,"{'a': 0.6, 'e': 0.0659169339146291}",30,14,27.42688258579344,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2718,False,"{'a': 0.6, 'e': 0.06585101698071448}",25,6,32.89101738023619,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2719,False,"{'a': 0.6, 'e': 0.06578516596373377}",20,7,-0.3173165409451917,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
2720,False,"{'a': 0.6, 'e': 0.06571938079777004}",35,18,20.750838403055024,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2721,False,"{'a': 0.6, 'e': 0.06565366141697226}",25,14,23.665125118085697,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2722,False,"{'a': 0.6, 'e': 0.06558800775555529}",25,19,12.355556475075543,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2723,False,"{'a': 0.6, 'e': 0.06552241974779974}",20,11,17.810292265852993,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2724,False,"{'a': 0.6, 'e': 0.06545689732805193}",30,9,30.173914629249364,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
2725,False,"{'a': 0.6, 'e': 0.06539144043072388}",25,11,26.573692374137334,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2726,False,"{'a': 0.6, 'e': 0.06532604899029316}",25,17,9.638442613983264,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2727,False,"{'a': 0.6, 'e': 0.06526072294130288}",25,15,19.827480345996374,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2728,False,"{'a': 0.6, 'e': 0.06519546221836157}",20,0,20.187906005943656,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2729,False,"{'a': 0.6, 'e': 0.06513026675614321}",20,16,7.082343046720232,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2730,False,"{'a': 0.6, 'e': 0.06506513648938707}",25,11,25.644518205828625,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2731,False,"{'a': 0.6, 'e': 0.06500007135289768}",25,8,27.898690070071087,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2732,False,"{'a': 0.6, 'e': 0.06493507128154478}",20,9,22.25876726954547,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2733,False,"{'a': 0.6, 'e': 0.06487013621026325}",25,9,23.13489783735358,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2734,False,"{'a': 0.6, 'e': 0.06480526607405299}",25,15,20.92877797670302,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2735,False,"{'a': 0.6, 'e': 0.06474046080797893}",20,10,-21.878500099137632,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2736,False,"{'a': 0.6, 'e': 0.06467572034717095}",20,13,13.788882725944871,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2737,False,"{'a': 0.6, 'e': 0.06461104462682378}",20,4,2.121285620798184,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
2738,False,"{'a': 0.6, 'e': 0.06454643358219696}",20,7,11.67175118545107,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2739,False,"{'a': 0.6, 'e': 0.06448188714861476}",25,0,-10.015989071382805,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
2740,False,"{'a': 0.6, 'e': 0.06441740526146615}",30,19,23.465677735656808,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2741,False,"{'a': 0.6, 'e': 0.06435298785620469}",20,0,10.528217286302919,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2742,False,"{'a': 0.6, 'e': 0.06428863486834849}",35,18,29.43864252839906,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2743,False,"{'a': 0.6, 'e': 0.06422434623348014}",20,2,8.281394655055239,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
2744,False,"{'a': 0.6, 'e': 0.06416012188724667}",25,19,10.838186863824834,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2745,False,"{'a': 0.6, 'e': 0.06409596176535942}",30,18,23.21311398369782,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2746,False,"{'a': 0.6, 'e': 0.06403186580359406}",20,10,17.182139753466306,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2747,False,"{'a': 0.6, 'e': 0.06396783393779047}",25,7,29.914624538686766,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2748,False,"{'a': 0.6, 'e': 0.06390386610385268}",25,17,13.496404313849512,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2749,False,"{'a': 0.6, 'e': 0.06383996223774882}",25,15,19.141822420228557,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2750,False,"{'a': 0.6, 'e': 0.06377612227551108}",30,20,16.113392510470714,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2751,False,"{'a': 0.6, 'e': 0.06371234615323557}",25,0,44.06520555170748,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2752,False,"{'a': 0.6, 'e': 0.06364863380708233}",20,11,15.959271486834407,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2753,False,"{'a': 0.6, 'e': 0.06358498517327525}",30,16,13.343558493437051,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2754,False,"{'a': 0.6, 'e': 0.06352140018810197}",30,20,4.132713514682377,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2755,False,"{'a': 0.6, 'e': 0.06345787878791387}",20,13,14.075433249735774,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2756,False,"{'a': 0.6, 'e': 0.06339442090912595}",20,12,17.599551556432754,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2757,False,"{'a': 0.6, 'e': 0.06333102648821683}",20,10,19.782372210564517,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2758,False,"{'a': 0.6, 'e': 0.06326769546172861}",20,8,10.532671876406411,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2759,False,"{'a': 0.6, 'e': 0.06320442776626688}",25,0,38.95382833481477,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
2760,False,"{'a': 0.6, 'e': 0.06314122333850061}",35,18,15.537331228805929,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2761,False,"{'a': 0.6, 'e': 0.06307808211516211}",20,11,17.35207840608115,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2762,False,"{'a': 0.6, 'e': 0.06301500403304695}",30,7,27.80432249181654,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
2763,False,"{'a': 0.6, 'e': 0.0629519890290139}",25,11,14.558521870741389,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2764,False,"{'a': 0.6, 'e': 0.06288903703998489}",25,20,9.222427789134327,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2765,False,"{'a': 0.6, 'e': 0.0628261480029449}",25,18,14.091635105933477,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2766,False,"{'a': 0.6, 'e': 0.06276332185494196}",30,18,19.86722900502291,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2767,False,"{'a': 0.6, 'e': 0.06270055853308702}",25,15,5.957666030858078,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2768,False,"{'a': 0.6, 'e': 0.06263785797455393}",30,12,8.005533944359685,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
2769,False,"{'a': 0.6, 'e': 0.06257522011657937}",25,18,14.999996260715436,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2770,False,"{'a': 0.6, 'e': 0.0625126448964628}",20,9,5.628961251567464,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2771,False,"{'a': 0.6, 'e': 0.062450132251566336}",20,8,22.580762856451503,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2772,False,"{'a': 0.6, 'e': 0.062387682119314766}",30,18,20.712197288535354,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2773,False,"{'a': 0.6, 'e': 0.06232529443719545}",30,16,15.191643506760434,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2774,False,"{'a': 0.6, 'e': 0.06226296914275825}",25,16,6.399983436868457,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2775,False,"{'a': 0.6, 'e': 0.06220070617361549}",25,7,24.805890482394986,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2776,False,"{'a': 0.6, 'e': 0.062138505467441874}",25,3,39.501323284118364,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
